CustomerID,PrimaryLegalName,CustomerType,RiskRating,KYC_Status,IsPEP,LastUpdatedDate,Gender,DateOfBirth,PlaceOfBirth_City,PlaceOfBirth_Country,IncorporationDate,IncorporationJurisdiction,BusinessActivityDescription,FullAddress,CurrentCity,ResidencyCountry,EmailAddress,DocumentType,ID_Number,IssuingCountry,ID_ExpiryDate,OfficeHeld,PEP_Jurisdiction,PEP_Level
CUST-54D526B9,Dr Irene Bennett,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Male,1991-03-26,East Mary,Tunisia,,,,"7 Craig Port, West Sandra, RH1M 4SA",Port Luke,Iraq,martyn68@example.net,Passport,JP29532743,Iraq,2031-09-12,,,
CUST-71EE217A,Paula Eftimie,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Female,1937-09-26,Fetesti-Gara,North Korea,,,,"Strada Tudor, Tunari, 128401",Iasi,Spain,estan@example.net,ID,DN05637778,Spain,2027-07-29,,,
CUST-8703F949,中島 健一,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Male,1987-03-15,横浜市緑区,ブータン,,,,栃木県山武郡芝山町花川戸4丁目2番11号 吾妻橋コート298,狛江市,フィジー共和国,itoyumiko@example.net,ID,BQ06903374,フィジー共和国,2035-05-26,,,
CUST-F238B1DD,Manuela Machado,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Male,1985-04-17,da Rocha da Mata,Guatemala,,,,"Distrito Clarice Vieira, 580, Santa Helena, 16443-267 Gonçalves / SC",Jesus,Dinamarca,barbaraalmeida@example.org,Passport,QK40661249,Dinamarca,2028-10-06,,,
CUST-710FC9E2,Zaahir Najeeb,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Other,1976-07-01,Manview,Mauritius,,,,"12545 Aabid Fort Apt. 830, Lake Kaazim, ND 08210",Zahurton,Morocco,qaisqadeer@example.com,Passport,MC21837725,Morocco,2030-12-04,,,
CUST-D9855F1E,Alice Vargas,Individual,Low,Suspended,0,2026-03-18 16:37:59,Other,1941-07-19,Rodrigues,Iêmen,,,,"Estrada de Lopes, 15, Vila Oeste, 68895119 Lopes / RR",Rezende do Amparo,Nicarágua,heloisamendonca@example.com,ID,JC67993203,Nicarágua,2028-12-28,,,
CUST-1614BF2A,Joseph Hebert,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Other,1949-03-20,Tanguy-sur-Mer,Libéria,,,,"344, rue Besnard, 58696 Sainte Virginie",JacobVille,Vanuatu,margot94@example.org,License,VW92016156,Vanuatu,2028-02-15,,,
CUST-035848F2,Horațiu Suciu,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Female,1962-03-21,Paunesti,Australia,,,,"Intrarea Ovidiu Ardelean Nr. 83, Glina, 749482",Tomesti,Oman,tudorhoratiu@example.com,ID,BH08908347,Oman,2030-08-09,,,
CUST-C2413193,ЗАО «Фадеев» Industries,Entity,Low,Onboarded,0,2026-03-18 16:37:59,,,,,2011-06-22,Мексика,Import/Export,"д. Алагир, алл. Заводская, д. 271 к. 6, 115142",г. Карталы,Иран,birjukovapraskovja@example.com,Tax ID,KX57587201,Иран,2030-06-08,,,
CUST-8277E9A6,Stephen Okafor,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Female,1958-07-12,Charitymouth,Cambodia,,,,"00692 Oshodi Knolls Apt. 233, Maryfort, SD 88758",Gloriaville,Hong Kong,benjaminobasanjo@example.org,License,AT28768843,Hong Kong,2031-03-01,,,
CUST-1B4C8BB8,pan Dariusz Dziurdzia,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Female,1943-05-14,Gdynia,Montenegro,,,,"ulica Grzybowa 84, 40-536 Stargard Szczeciński",Skierniewice,San Marino,ykonat@example.com,Passport,TR36359635,San Marino,2031-02-01,,,
CUST-BC7EC4CC,Duncan Smith,Individual,Medium,Onboarded,0,2026-03-18 16:37:59,Female,1982-10-30,East Donna,Syrian Arab Republic,,,,"Studio 1, Mann River, Grayfort, BT05 8FE",Vanessastad,Spain,barryeileen@example.org,ID,ZL59257875,Spain,2034-09-09,,,
CUST-8D6DE24D,يعرب آل عايض,Individual,Low,Blocked,0,2026-03-18 16:37:59,Other,1992-01-22,سراج الدّينville,Netherlands,,,,"111 آل محمد بن علي بن جماز Way Suite 035, العليانburgh, VI 76328",مؤنسburgh,Marshall Islands,vb-lkhyl@example.org,Passport,ES75248589,Marshall Islands,2029-03-31,,,
CUST-3C2A1FA3,Sra. Alice Pimenta,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Other,1938-04-03,Oliveira,Cazaquistão,,,,"Vila de Novais, 80, Sport Club, 70553628 Barbosa / BA",Sales,Panamá,pintoravy@example.org,Passport,YN41008108,Panamá,2028-08-07,,,
CUST-883CF85C,中島 七夏,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Male,1958-03-07,横浜市戸塚区,インド,,,,福岡県印旛郡印旛村木立29丁目9番9号,町田市,ウズベキスタン,yuki90@example.org,ID,TM14619927,ウズベキスタン,2028-01-20,,,
CUST-1D1BF58E,Bernardo Nogueira,Individual,Medium,Onboarded,0,2026-03-18 16:37:59,Female,1949-05-21,Porto,Jersey,,,,"Jardim Rocha, 10, Vila Barragem Santa Lúcia, 03172105 Aragão Grande / SP",Cirino do Campo,Lituânia,rafaelviana@example.org,Passport,JG51653595,Lituânia,2033-02-27,,,
CUST-C76A6784,Cornelius Ibrahim,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Other,1969-12-07,Andrewshire,Barbados,,,,"54975 Ojo Ranch, Port Nathanielport, WV 28819",East Nathaniel,Ukraine,gabriel10@example.com,Passport,DQ97268707,Ukraine,2030-12-01,,,
CUST-FBBFA6C4,Gérard Lefort,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Other,1961-01-16,Maillarddan,Croatie,,,,"40, avenue Paulette Lombard, 79120 Chauvinboeuf",Saint Gilbertboeuf,Cook (Îles),xmasse@example.org,License,WJ24411346,Cook (Îles),2027-03-28,,,
CUST-3FAEDFCB,Rabar Awj,Individual,High,Onboarded,0,2026-03-18 16:37:59,Male,1961-12-07,West Daghfaltown,Iran,,,,"48491 Luay Plaza, Port Dameerview, VI 68004",South Qahtanview,Niger,aalammuhazzim@example.net,Passport,UW18058360,Niger,2029-09-10,,,
CUST-AF6F82C2,Alice Stoica,Individual,Medium,Onboarded,0,2026-03-18 16:37:59,Male,1997-04-17,Curcani,South Africa,,,,"Drumul Eftimie Nr. 992 Bl. 20  Sc. 14 Ap. 107, Bailesti, 894306",Sacele,Rwanda,onistor@example.org,Passport,JV70679952,Rwanda,2029-11-27,,,
CUST-C54C35E1,Pacheco Pereira - EI Bank,Entity,Low,Suspended,0,2026-03-18 16:37:59,,,,,2005-06-21,República Centro-Africana,Import/Export,"Praia Santos, 78, Lourdes, 53076-491 Rezende de Câmara / MT",da Luz do Norte,Peru,joao-miguel05@example.org,Tax ID,DG70339304,Peru,2028-02-28,,,
CUST-A77E2548,加藤 美加子,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Male,1982-01-13,川崎市幸区,サウジアラビア,,,,長崎県立川市月島16丁目19番5号,荒川区,マヨット,ikimura@example.org,ID,YS21742801,マヨット,2031-07-07,,,
CUST-E02EEA09,Kristian Wohlgemut,Individual,Medium,Onboarded,0,2026-03-18 16:37:59,Female,1959-02-09,Düren,Falklandinseln,,,,"Davidsallee 6-6, 40626 Viechtach",Mayen,China,hagenschaaf@example.net,ID,PY30355239,China,2035-06-09,,,
CUST-A9211114,Ana Sophia da Mata,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Female,1992-04-17,Costa do Campo,Chile,,,,"Aeroporto Clara da Mata, 10, Belvedere, 96560647 da Costa de Montenegro / SC",da Rosa,Aruba,joao-lucasrodrigues@example.net,License,UU22540138,Aruba,2034-12-10,,,
CUST-0CAA880C,Leonardo Palacio Pedro,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Male,1977-10-21,Lugo,Irlanda,,,,"Pasadizo Ángela Sanabria 93 Piso 9 , Ciudad, 35457",Guipúzcoa,Sudáfrica,natalio35@example.org,License,UJ35214967,Sudáfrica,2031-03-30,,,
CUST-8C27182E,松本 舞,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Other,1992-03-21,南房総市,ペルー,,,,徳島県三鷹市丸の内ＪＰタワー3丁目6番9号 小入パレス043,横浜市栄区,スーダン,taroikeda@example.com,Passport,KX78233486,スーダン,2032-07-19,,,
CUST-E90F9DBA,王芳,Individual,Low,Suspended,0,2026-03-18 16:37:59,Female,1957-11-16,晶市,韩国,,,,新疆维吾尔自治区超县静安武汉街T座 724492,浩市,博茨瓦纳,min23@example.com,ID,YC51122097,博茨瓦纳,2034-01-19,,,
CUST-15B6BFDE,PPUH Domian Sp.k. LLC,Entity,Low,Onboarded,0,2026-03-18 16:37:59,,,,,2002-07-09,Venezuela,Real Estate,"pl. Powstańców Wielkopolskich 29/71, 22-374 Bytom",Białystok,North Macedonia,omargol@example.com,Tax ID,FK54994987,North Macedonia,2035-03-14,,,
CUST-9F06FEDF,Макар Гаврилюк,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Male,1962-01-28,хутір Ясинувата,Північна Корея,,,,"проспект М’ясоєдовська, буд. 7, Стрий, 39351",селище Прилуки,Чорногорія,khomalutsenko@example.org,License,PK80601121,Чорногорія,2032-04-02,,,
CUST-EDD970E7,Waail Jahdami,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Female,1976-10-10,West Aaus,Albania,,,,"40148 Luqman Haven Suite 047, Aasifview, GA 37104",Naeemton,Bosnia and Herzegovina,ksaafir@example.org,License,AP68226858,Bosnia and Herzegovina,2028-02-27,,,
CUST-552F5D45,Mary Obasanjo,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Male,1955-07-05,East Gloriaburgh,Vietnam,,,,"USCGC Okafor, FPO AE 77390",South Joymouth,Oman,michael56@example.org,Passport,EF16498640,Oman,2030-12-28,,,
CUST-E72BDB21,Dr Denis Williams,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Female,1954-07-09,Janetborough,Ghana,,,,"342 Annette Port, New Amber, JE3E 9WB",Harrisonberg,Barbados,coxmatthew@example.net,ID,WS24614873,Barbados,2032-07-10,,,
CUST-ECF31DC8,Петрова Вера Тимофеевна,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Female,1961-11-30,г. Пушкин,Антигуа и Барбуда,,,,"г. Байкальск, бул. Гастелло, д. 681 к. 6, 465275",п. Ульяновск,КНДР,simon_2013@example.net,License,VO40380384,КНДР,2026-10-17,,,
CUST-EC54C90A,Samuel Okonkwo,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Male,1975-07-07,Oshoditown,Puerto Rico,,,,"603 Simon Rue, Balogunton, SC 28729",North Angelaton,Isle of Man,gabrielnnamani@example.com,Passport,EL86156783,Isle of Man,2032-07-05,,,
CUST-9159FEB2,मोहना चतुर्वेदीजी,Individual,Medium,Onboarded,0,2026-03-18 16:37:59,Male,1992-01-09,धारवाड,जॉर्जिया,,,,"5/8 साहा, अनन्तपुर 264997",फतेहपुर,बुरूंडी,aabhaa29@example.com,ID,YM40803033,बुरूंडी,2029-11-23,,,
CUST-9CC34DE7,نجم الدّين آل عطفة,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Male,2003-01-06,New وادعton,Ireland,,,,"127 ماذى Port Apt. 954, عبد الرّؤوفview, DC 49369",Lake حفيظ,Sao Tome and Principe,mrnal-khdyr@example.net,Passport,ER72177714,Sao Tome and Principe,2033-12-21,,,
CUST-2AC0F136,钟桂英,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Other,1984-11-03,楠县,马尔代夫,,,,甘肃省巢湖市沙湾西安路t座 877527,马鞍山市,中国,gangshen@example.com,ID,YS25765874,中国,2028-04-12,,,
CUST-2B3E1C8C,Josefa Amores-Bas,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Female,1948-08-30,Ourense,India,,,,"Via Antonia Ureña 9, Burgos, 46594",Zamora,Georgia,samuverdu@example.com,Passport,KZ41726039,Georgia,2030-01-05,,,
CUST-C90B68DE,Faith Oyekan,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Other,1942-09-30,Ogunleyeton,Portugal,,,,"2744 Agnes Garden, South Michael, NJ 81060",Agnesview,Estonia,charity44@example.org,License,ML76500617,Estonia,2026-10-14,,,
CUST-A08F2A3C,Allen Curtis,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Male,1988-04-17,Carrie Ville,Myanmar,,,,"21st Floor Guijo Building, 6444 Gloriosa Avenue, Laua-an, 2158 Oriental Mindoro",Sarah Ville,Austria,tylersanders@example.net,Passport,ZT79794588,Austria,2028-04-28,,,
CUST-EDEFC7A9,المهندس لقمان آل صفوان,Individual,Low,Blocked,0,2026-03-18 16:37:59,Male,1954-02-19,الشايعton,Papua New Guinea,,,,"Unit 0993 Box 4839, DPO AA 95546",راويtown,Swaziland,zal-sfwn@example.net,ID,VE67035904,Swaziland,2027-04-15,,,
CUST-674159E0,鈴木 七夏,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Female,2006-02-01,昭島市,カメルーン,,,,奈良県神津島村四番町28丁目12番16号 コート無栗屋139,長生郡白子町,インド,sakamotonaoko@example.com,ID,IQ54978689,インド,2029-07-28,,,
CUST-764FC364,Виноградова Анжелика Ниловна,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Female,1949-12-24,к. Стрежевой,Габон,,,,"ст. Инта, бул. Володарского, д. 69 к. 916, 012629",с. Южноуральск,Белиз,hkrilov@example.net,Passport,FB83929837,Белиз,2030-10-27,,,
CUST-5C0CBB95,鈴木 翔太,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Other,2002-10-16,川崎市宮前区,コロンビア,,,,愛媛県長生郡一宮町方京32丁目6番12号 三ノ輪パレス621,小笠原村,クロアチア,satoryohei@example.com,ID,MK81072924,クロアチア,2027-03-19,,,
CUST-675C2087,Ihsaan Tahaw-wur,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Female,1950-04-04,Raaghibtown,Dominica,,,,"838 Aalam Orchard, Yawerburgh, TN 63413",North Qasifberg,Tonga,nafeesbaasit@example.net,ID,OS64805711,Tonga,2029-02-09,,,
CUST-34CCC8A4,Kenneth Duran,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Male,1938-08-20,New Kellieland,Finland,,,,"50015 Owens Trafficway, North Donna, IL 65850",South Sarah,Samoa,tracey42@example.org,License,SH14408760,Samoa,2029-05-18,,,
CUST-CF177A2C,Dr Dorothy Peacock,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Female,1953-09-19,Brendabury,Brazil,,,,"29 Samuel Curve, Carpentertown, HG6 5PR",Evansshire,Peru,johnsonvalerie@example.net,License,OJ25018636,Peru,2028-11-16,,,
CUST-AFD7C095,Philip Bailey,Individual,High,Onboarded,0,2026-03-18 16:37:59,Other,1968-08-10,Shepherdhaven,Canada,,,,"4 Howard Row, North Stephenton, M2E 9HB",New Josh,Antarctica (the territory South of 60 deg S),janet93@example.net,Passport,FI91905341,Antarctica (the territory South of 60 deg S),2031-04-13,,,
CUST-46725AAB,Giovanna Melo,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Female,1997-11-23,Fonseca,Quênia,,,,"Ladeira Rezende, 96, São Tomaz, 06442322 Moreira da Serra / MS",Monteiro de Farias,Serra Leoa,beatrizteixeira@example.org,License,TG31181309,Serra Leoa,2030-12-04,,,
CUST-54E8A7BC,Safta Dima,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Male,1985-08-10,Sighisoara,South Africa,,,,"Drumul Oprea Nr. 24 Bl. 38  Sc. 15 Ap. 286, Borcea, 153222",Feldru,Poland,fabian18@example.org,ID,ZR85676567,Poland,2034-06-14,,,
CUST-C3822FA8,Sandro Jäkel,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Male,1953-05-02,Rosenheim,Äquatorialguinea,,,,"Klingelhöferallee 13/30, 33047 Eilenburg",Schongau,Namibia,dowergditmar@example.net,ID,PU98841365,Namibia,2026-11-17,,,
CUST-5F89B3A4,Raimund Wähner-Heinrich,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Other,1977-11-13,Pößneck,Mayotte,,,,"Losekannstraße 4338, 88009 Geithain",Jüterbog,Australien,kristiane61@example.org,License,SP21792949,Australien,2032-03-04,,,
CUST-DA37FC74,Lucas Moura,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Male,1942-01-25,Mendes de Mendes,Maurícia,,,,"Trecho de Jesus, Maria Goretti, 01338049 Costa / AC",Pimenta de Guerra,Burquina Faso,nunesmaria-clara@example.net,ID,YI63030291,Burquina Faso,2031-06-25,,,
CUST-0CC4CB10,Ing. Fridolin Renner B.Eng.,Individual,Medium,Blocked,0,2026-03-18 16:37:59,Male,1999-06-26,Schwerin,Turks- und Caicosinseln,,,,"Fiebigallee 2315, 73219 Lüdenscheid",Düren,Irland,katagirschner@example.org,Passport,BN54549226,Irland,2030-01-23,,,
CUST-6C4C751F,الدكتور طالب آل خضير,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Female,1961-11-28,West ميرالfort,Swaziland,,,,"USNS الجابر, FPO AA 38848",آل الشيخton,Vietnam,rshyd06@example.net,ID,DG49401221,Vietnam,2030-02-23,,,
CUST-694A49C9,林 和也,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Male,2006-02-14,墨田区,ミクロネシア連邦,,,,高知県三宅島三宅村無栗屋30丁目23番19号 蔵前シャルム221,南房総市,コスタリカ,maayaikeda@example.com,License,XK75343118,コスタリカ,2029-07-05,,,
CUST-50BF99CE,বাদল বিশ্বাস,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Male,1961-05-27,গোপালগঞ্জ,ক্যামেরুন,,,,"বাড়ী নং ৫, মধ্য গৌরপুর, হোসেনগ্রাম, বরিশাল, ৪৫৭১",মানিকগঞ্জ,ফিলিস্তিন অঞ্চল,aayuss08@example.net,Passport,HE10445722,ফিলিস্তিন অঞ্চল,2028-05-18,,,
CUST-DCDB248A,Aleks Łepek,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Female,1941-03-26,Czerwionka-Leszczyny,Palestine,,,,"al. Sybiraków 68/67, 72-099 Cieszyn",Olsztyn,Sweden,tbakun@example.com,Passport,ON16718158,Sweden,2029-05-12,,,
CUST-D9825B04,كافور المغاولة,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Female,1998-01-28,Port نافذmouth,Finland,,,,"20107 الخرافي Isle Apt. 057, West عتيق, PW 61404",حجارstad,Holy See (Vatican City State),al-swdmkhls@example.org,License,IQ34334761,Holy See (Vatican City State),2029-05-15,,,
CUST-F25F69E5,عبد القهّار آل الشيخ,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Other,1976-06-17,حنبوليhaven,Malawi,,,,"53285 نظمي Plains, Port ليم, DC 04408",West شوقي,Heard Island and McDonald Islands,kshf42@example.net,Passport,AG39580171,Heard Island and McDonald Islands,2035-06-10,,,
CUST-A4C46E2C,आदरसूचक शशि प्रसाद,Individual,Low,Blocked,0,2026-03-18 16:37:59,Other,1989-10-07,अखनूर,मिस्र,,,,"04/4285 भट्टाचार्य, बहादुरगंज 862939",अलांग,लेसोथो,rony-caudhriipriyaa@example.net,Passport,KP45064275,लेसोथो,2028-04-10,,,
CUST-2B69861E,माननीय दुर्गा चतुर्वेदी,Individual,Low,Blocked,0,2026-03-18 16:37:59,Other,1945-05-23,चित्तूर,बेनिन,,,,"3 सुमना शर्मा, अजमेर 174913",अकोला,ब्राज़ील,srsvtii22@example.net,License,IJ64229699,ब्राज़ील,2034-06-04,,,
CUST-0640A86D,陈亮,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Female,2003-02-01,长春县,利比亚,,,,湖北省荆门市房山张家港街z座 736654,瑜市,危地马拉,yanyao@example.net,License,OM18624004,危地马拉,2033-05-25,,,
CUST-4DE8F320,Григорьева Элеонора Романовна,Individual,Low,Blocked,1,2026-03-18 16:37:59,Other,2001-08-16,г. Невинномысск,Иордания,,,,"д. Кировск (Ленин.), бул. Чайкиной, д. 8/3 к. 50, 615009",д. Ельня,Финляндия,paramon_2015@example.org,Passport,HD27252369,Финляндия,2029-05-01,MP,Малави,L3-Low
CUST-CE2EEAFB,Caroline Merle,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Male,1943-06-30,Moreno,Seychelles,,,,"avenue Rodrigues, 10360 Sainte Patriciadan",Saint GuyVille,Brésil,aurelie62@example.org,ID,YI15135306,Brésil,2032-08-14,,,
CUST-626B2700,Raakin Jaabir,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Other,1964-04-03,West Qaisberg,Christmas Island,,,,"82478 Basaam Landing Apt. 123, South Kabeer, CO 87079",Ubaadahland,Hong Kong,saahiryar@example.net,Passport,AN72184962,Hong Kong,2027-06-18,,,
CUST-343A9FA9,斎藤 涼平,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Female,1941-11-04,港区,ポーランド,,,,鹿児島県中央区台東17丁目4番15号 クレスト横林158,夷隅郡御宿町,マルティニーク,shota78@example.net,ID,QZ71115302,マルティニーク,2028-01-22,,,
CUST-E765F2A5,Ernest Popa,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Female,1980-08-28,Simleu Silvaniei,Bahamas,,,,"Drumul Roza Niță, Dobroesti, 315888",Sadova,Cuba,floareagheorghiu@example.org,Passport,NR91156628,Cuba,2030-11-08,,,
CUST-A8443008,pan Aleksander Grzywnowicz,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Male,1985-12-29,Nowy Dwór Mazowiecki,Turkmenistan,,,,"al. Bolesława Chrobrego 937, 43-919 Siedlce",Białogard,Gabon,bobrowicznatan@example.com,ID,QG33984457,Gabon,2029-11-22,,,
CUST-B9BEAC20,सम्मानात्मक सुमती अरोरा,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Other,1971-06-17,अखनूर,स्पेन,,,,"741 रंगराजन, अगरतला 389506",अमरोहा,उत्तर कोरिया,sinhilaa@example.org,ID,PH61807476,उत्तर कोरिया,2032-07-30,,,
CUST-6EA1AD77,Lisa Johnson,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Other,2008-01-08,Brooke Ville,Mozambique,,,,"34F Celery Condominiums Tower 6, 8901 Baticulin Drive, Bagamanoc, 2687 Cagayan",Brandon Ville,Mongolia,katrina98@example.org,Passport,HV33642044,Mongolia,2033-02-21,,,
CUST-94CD5AD9,王琴,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Female,1952-05-12,大冶县,关岛,,,,黑龙江省惠州市南溪巢湖街F座 785831,辛集县,荷属安的列斯群岛,mengming@example.com,Passport,CA21725788,荷属安的列斯群岛,2034-09-21,,,
CUST-7B7D10C9,Dipl.-Ing. Stanislav Textor,Individual,Medium,Onboarded,0,2026-03-18 16:37:59,Female,1958-11-11,Rochlitz,Tschad,,,,"Kläre-Seifert-Platz 71/52, 56047 Vechta",Schwandorf,Puerto Rico,emilseidel@example.net,ID,OX44719047,Puerto Rico,2028-10-27,,,
CUST-26D958D0,Софія Василенко,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Female,1937-05-28,село Перещепине,Іспанія,,,,"провулок Стамбульський, буд. 0 кв. 1, Тячів, 66184",місто Білозерське,Пакистан,stanislav53@example.com,ID,UZ59561333,Пакистан,2034-03-22,,,
CUST-AC0A582B,中村 太一,Individual,Low,Suspended,0,2026-03-18 16:37:59,Other,1941-12-21,印旛郡印旛村,レユニオン,,,,宮城県中野区独鈷沢10丁目20番15号,大網白里市,日本,csato@example.com,Passport,GT15538445,日本,2035-07-16,,,
CUST-1BA43A6D,الدكتورة لورا آل عطفة,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Other,1968-04-01,حنبوليmouth,Liberia,,,,"234 عدوي Forks Apt. 427, West هندville, IN 02461",رشادshire,Costa Rica,klqyl@example.com,License,AV24929368,Costa Rica,2027-12-29,,,
CUST-7E2DE883,Юстина Шеремет,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Male,1986-01-01,село Гнівань,Тринідад і Тобаго,,,,"вулиця Василя Стуса, буд. 27 кв. 299, Бунге, 92197",село Городенка,Ємен,ufartushniak@example.com,License,PI03270578,Ємен,2034-07-01,,,
CUST-36CD833F,Jacek Romańczyk,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Male,1945-01-24,Nowa Ruda,Romania,,,,"ulica Harcerska 406, 91-106 Opole",Olkusz,Argentina,wojciechciecko@example.org,Passport,IZ44718397,Argentina,2028-12-04,,,
CUST-D7052BDD,Anita Boucsein,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Other,1980-02-24,Wetzlar,Libanon,,,,"Myriam-Bähr-Platz 1473, 19191 Biedenkopf",Melsungen,Tunesien,renebecker@example.com,ID,QD39544542,Tunesien,2032-10-29,,,
CUST-491E6ACC,Taaj Baaqir,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Female,1987-03-26,Waahidshire,Thailand,,,,"8844 Sabur Mountains Apt. 722, Lake Zahur, FL 15000",Port Tahir,Turkmenistan,rafeeqsadeed@example.org,License,QJ54097049,Turkmenistan,2026-12-26,,,
CUST-7B53E0B4,"Little, White and Lewis Bank",Entity,Low,Onboarded,0,2026-03-18 16:37:59,,,,,2003-12-15,Bosnia and Herzegovina,Import/Export,"Flat 33A, Austin Manor, North Timothyberg, N1 7YJ",Singhchester,United States Minor Outlying Islands,cooksylvia@example.net,Tax ID,LV91189163,United States Minor Outlying Islands,2035-10-13,,,
CUST-CE34493B,Steluța Tomescu,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Female,1972-02-25,Curtici,Russia,,,,"Aleea Ardelean, Tasnad, 253142",Dancu,CÃ´te d'Ivoire,suciucorneliu@example.net,Passport,TO13792816,CÃ´te d'Ivoire,2036-03-11,,,
CUST-E8178B1F,राजेश सिन्हा,Individual,Medium,Onboarded,0,2026-03-18 16:37:59,Male,1965-02-21,फतेहपुर,क़जाख़स्तान,,,,"966 कदम, अहमदाबाद-011919",अमरपुर,डोमिनिकन रिपब्लिक,kpaannddey@example.net,Passport,KC79683906,डोमिनिकन रिपब्लिक,2030-08-11,,,
CUST-33C36E6E,Krystian Usarek,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Male,1972-06-09,Nowa Ruda,Ukraine,,,,"ulica Cyprysowa 17/46, 91-854 Ząbki",Żyrardów,People's Republic of China,jedrzej19@example.com,Passport,CJ09919060,People's Republic of China,2034-08-02,,,
CUST-C4C8AA2B,Nath-Pénélope Pruvost,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Other,1948-07-09,De Oliveiranec,Benin,,,,"46, rue Margaret Descamps, 75681 Saint Susannec",Barbeboeuf,Bangladesh,faureelise@example.org,ID,BR65561399,Bangladesh,2029-02-08,,,
CUST-CE833650,Кирило Онуфрієнко,Individual,High,Onboarded,0,2026-03-18 16:37:59,Male,2000-03-22,село Синельникове,Єгипет,,,,"вулиця Йосипа Фішера, буд. 433, Кальміуське, 32495",селище Вінниця,Малайзія,tokarmykolai@example.com,License,VJ74700096,Малайзія,2033-05-13,,,
CUST-0336C753,Timothy Bradford,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Female,1956-09-08,Blake Ville,Peru,,,,"9979H Agate Highway, Hagonoy, 2399 Cagayan",Ashley Ville,Djibouti,marygarcia@example.net,License,ZT26378945,Djibouti,2034-08-09,,,
CUST-95259DB4,Isaac Gabaldón-Pintor,Individual,Low,Onboarded,0,2026-03-18 16:37:59,Male,1950-12-11,Toledo,Guinea,,,,"Pasadizo de Néstor Salazar 43 Piso 1 , Pontevedra, 34846",Zaragoza,Filipinas,fabian39@example.com,License,JX00463346,Filipinas,2027-12-16,,,
